Q36b,Q37b,Q38b,QRID,Q39b,Q5,Q6,country,Q15a,Q15b
Yes,Yes,,13303697,Yes,Don't know (DO NOT READ),Illegal in most cases,Spain,Once a week,
Yes,Yes,,13303788,No,Strongly favor,Illegal in most cases,Spain,A few times a year,
No,Yes,,13303802,Yes,Favor,Illegal in most cases,Spain,Once or twice a month,
Yes,No,,13303807,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Once a week,
No,No,Yes,13303849,No,Oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,,13303851,Yes,Strongly favor,Legal in all cases,Spain,More than once a week,
Yes,Yes,,13303882,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13303910,Yes,Oppose,Illegal in all cases,Spain,More than once a week,
No,No,Yes,13303923,,Favor,Illegal in all cases,Spain,Seldom,
Yes,Yes,Yes,13304064,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13304100,Yes,Favor,Legal in most cases,Spain,Never,
No,No,,13304139,No,Don't know (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,,13304155,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13304183,Yes,Favor,Legal in all cases,Spain,Never,
Don't know (DO NOT READ),No,,13304206,Don't know (DO NOT READ),Favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,Don't know (DO NOT READ),13304233,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13304234,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13304239,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Never,
Yes,Yes,,13304276,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13304315,Yes,Favor,Legal in all cases,Spain,Seldom,
Other / Both / Neither / Depends (DO NOT READ),No,,13304375,Yes,Don't know (DO NOT READ),Don't know (DO NOT READ),Spain,A few times a year,
No,Yes,,13304406,Yes,Refused (DO NOT READ),Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13304422,Yes,Favor,Legal in all cases,Spain,Never,
Yes,No,,13304426,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13304538,Yes,Oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,,13304554,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
No,No,,13304558,No,Oppose,Legal in most cases,Spain,Once a week,
Don't know (DO NOT READ),Don't know (DO NOT READ),,13304565,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13304600,Yes,Strongly favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,Yes,13304651,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13304652,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13304663,Yes,Favor,Legal in most cases,Spain,Seldom,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,13304672,Other / Both / Neither / Depends (DO NOT READ),Favor,Don't know (DO NOT READ),Spain,Once a week,
Yes,Yes,,13304737,Yes,Favor,Legal in all cases,Spain,Never,
No,No,,13304749,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Never,
Yes,Yes,Yes,13304778,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13304781,Yes,Favor,Legal in all cases,Spain,Never,
No,No,,13304809,No,Favor,Illegal in all cases,Spain,A few times a year,
Yes,Yes,,13304835,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13304851,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13304864,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13304928,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13305026,,Favor,Legal in all cases,Spain,Never,
Yes,No,,13305032,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13305123,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13305138,Yes,Favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,Yes,13305158,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13305160,Yes,Favor,Refused (DO NOT READ),Spain,Once a week,
Yes,Yes,Yes,13305174,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13305198,Yes,Favor,Illegal in all cases,Spain,More than once a week,
Yes,Yes,Yes,13305255,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13305276,Yes,Strongly favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,Yes,13305291,,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13305355,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13305374,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13305391,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,Yes,13305452,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13305522,Yes,Favor,Illegal in all cases,Spain,Seldom,
Yes,Yes,,13305532,Yes,Refused (DO NOT READ),Illegal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13305581,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13305602,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13305632,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13305666,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13305774,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13305799,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13305806,Yes,Favor,Legal in all cases,Spain,Once a week,
Yes,Yes,,13305855,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13305876,Yes,Favor,Illegal in most cases,Spain,More than once a week,
Yes,Yes,Yes,13305897,Yes,Favor,Illegal in most cases,Spain,Never,
Yes,Yes,Yes,13305933,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13305965,Yes,Favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,,13305999,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,No,,13306034,Yes,Favor,Legal in most cases,Spain,Never,
Yes,No,Yes,13306091,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13306098,Yes,Strongly favor,Legal in all cases,Spain,Once a week,
Yes,Yes,,13306100,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13306107,Yes,Favor,Legal in most cases,Spain,Never,
Don't know (DO NOT READ),,Don't know (DO NOT READ),13306148,Don't know (DO NOT READ),Oppose,Illegal in most cases,Spain,,Never
Yes,Yes,Yes,13306174,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13306232,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13306290,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13306306,Yes,Refused (DO NOT READ),Legal in most cases,Spain,A few times a year,
Yes,Yes,,13306316,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13306399,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13306415,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13306474,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13306647,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13306648,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13306723,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13306728,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13306733,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13306802,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13306828,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Don't know (DO NOT READ),,13306832,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13306858,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13306864,Yes,Favor,Legal in most cases,Spain,Seldom,
No,,Yes,13306954,Yes,Don't know (DO NOT READ),Legal in all cases,Spain,,Once a week for Friday Prayer
Yes,Yes,,13306960,Yes,Refused (DO NOT READ),Refused (DO NOT READ),Spain,Never,
Yes,Yes,,13306979,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13306987,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13307006,Yes,Favor,Legal in all cases,Spain,Never,
No,No,No,13307050,Other / Both / Neither / Depends (DO NOT READ),Refused (DO NOT READ),Illegal in all cases,Spain,Once a week,
Yes,Yes,,13307156,Yes,Favor,Illegal in most cases,Spain,Seldom,
No,No,,13307166,Yes,Refused (DO NOT READ),Illegal in all cases,Spain,Once a week,
Yes,Yes,,13307266,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13307285,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13307357,Yes,Favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,,13307359,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13307373,Yes,Don't know (DO NOT READ),Don't know (DO NOT READ),Spain,Never,
Yes,Yes,Yes,13307398,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13307416,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13307426,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13307456,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13307504,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13307557,Yes,Favor,Refused (DO NOT READ),Spain,Once a week,
Yes,Yes,Yes,13307734,Yes,Strongly oppose,Legal in all cases,Spain,Never,
Yes,Yes,,13307778,Yes,Favor,Illegal in all cases,Spain,Once a week,
Yes,Yes,,13307801,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13307829,Yes,Favor,Illegal in most cases,Spain,Once a week,
Yes,Yes,Yes,13307854,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13307865,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13307947,Yes,Favor,Legal in all cases,Spain,Once a week,
Yes,Yes,Yes,13308034,No,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13308150,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13308199,Yes,Don't know (DO NOT READ),Illegal in all cases,Spain,Once a week,
No,No,,13308213,Yes,Oppose,Illegal in most cases,Spain,Once or twice a month,
Yes,Yes,,13308239,Yes,Refused (DO NOT READ),Legal in most cases,Spain,Never,
Yes,Yes,Yes,13308248,No,Strongly favor,Legal in all cases,Spain,Never,
No,No,,13308250,No,Oppose,Illegal in most cases,Spain,Once a week,
No,,Yes,13308259,Yes,Don't know (DO NOT READ),Legal in all cases,Spain,,Never
Other / Both / Neither / Depends (DO NOT READ),No,,13308310,Yes,Favor,Illegal in most cases,Spain,Once or twice a month,
Yes,Yes,Yes,13308313,Yes,Strongly favor,Legal in all cases,Spain,Never,
No,Yes,,13308315,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13308328,,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13308382,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13308413,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13308430,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13308537,Yes,Strongly favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,Yes,13308551,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13308587,Yes,Strongly favor,Illegal in most cases,Spain,Once a week,
Yes,Yes,Yes,13308600,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13308615,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Other / Both / Neither / Depends (DO NOT READ),No,Yes,13308652,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13308666,Yes,Oppose,Legal in all cases,Spain,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,13308681,Yes,Oppose,Legal in all cases,Spain,Seldom,
Yes,Yes,,13308712,Yes,Refused (DO NOT READ),Legal in all cases,Spain,Seldom,
Yes,Yes,,13308733,Yes,Strongly oppose,Don't know (DO NOT READ),Spain,Never,
Yes,Yes,,13308750,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13308831,Yes,Favor,Legal in all cases,Spain,Once a week,
Yes,Yes,,13308838,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13308929,Yes,Favor,Legal in all cases,Spain,Never,
No,No,No,13308984,No,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13309033,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Don't know (DO NOT READ),No,Yes,13309048,No,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13309060,Yes,Favor,Illegal in all cases,Spain,Seldom,
Yes,Yes,Yes,13309097,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Don't know (DO NOT READ),,13309116,Yes,Refused (DO NOT READ),Refused (DO NOT READ),Spain,Once a week,
No,Yes,,13309198,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13309330,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13309429,Yes,Favor,Illegal in all cases,Spain,More than once a week,
Yes,Yes,,13309497,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13309523,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,,13309626,Yes,Oppose,Illegal in most cases,Spain,Once a week,
Yes,Yes,Yes,13309647,Yes,Strongly favor,Legal in most cases,Spain,Refused (DO NOT READ),
Yes,Yes,Yes,13309652,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13309688,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13309703,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13309716,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13309722,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13309815,Yes,Strongly favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,Yes,13309864,Yes,Strongly oppose,Illegal in all cases,Spain,Once a week,
Yes,Yes,Yes,13309897,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13309914,Yes,Favor,Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,,13309947,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13309965,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13310048,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,,13310062,Yes,Favor,Refused (DO NOT READ),Spain,Once a week,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,13310154,Yes,Don't know (DO NOT READ),Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,Yes,13310156,Don't know (DO NOT READ),Strongly favor,Illegal in most cases,Spain,Never,
Yes,Yes,Yes,13310315,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13310328,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13310332,Yes,Don't know (DO NOT READ),Refused (DO NOT READ),Spain,Seldom,
Yes,,Yes,13310351,Yes,Oppose,Legal in most cases,Spain,,Never
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,13310415,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13310438,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13310458,Yes,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13310498,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13310505,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Refused (DO NOT READ),Refused (DO NOT READ),Refused (DO NOT READ),13310598,,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13310655,Yes,Strongly favor,Refused (DO NOT READ),Spain,Once or twice a month,
Yes,Yes,,13310659,Yes,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13310673,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13310726,Yes,Favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,Yes,13310756,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13310830,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13310933,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13310973,Yes,Favor,Legal in all cases,Spain,Never,
Yes,No,,13311025,No,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13311102,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13311190,Yes,Favor,Illegal in most cases,Spain,Never,
Yes,Yes,,13311214,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,,13311240,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13311250,Yes,Favor,Illegal in most cases,Spain,Once a week,
Yes,Yes,Yes,13311313,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13311314,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,No,,13311358,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13311375,Yes,Oppose,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13311424,Yes,Don't know (DO NOT READ),Legal in all cases,Spain,Never,
Other / Both / Neither / Depends (DO NOT READ),Yes,,13311438,Don't know (DO NOT READ),Don't know (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13311450,Yes,Favor,Refused (DO NOT READ),Spain,Once or twice a month,
Yes,Yes,,13311506,Yes,Favor,Illegal in most cases,Spain,Never,
Yes,Yes,,13311526,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13311554,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13311559,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13311576,Yes,Refused (DO NOT READ),Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13311584,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13311813,No,Don't know (DO NOT READ),Legal in all cases,Spain,Seldom,
Yes,Yes,,13311824,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13311880,Yes,Oppose,Illegal in most cases,Spain,Never,
Yes,Yes,,13311908,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13311914,No,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13311931,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,No,,13311951,Yes,Oppose,Legal in most cases,Spain,Once a week,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,13312006,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13312012,Yes,Strongly oppose,Illegal in all cases,Spain,Seldom,
Yes,Yes,Yes,13312053,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13312075,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13312182,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,,Yes,13312233,Yes,Favor,Illegal in most cases,Spain,,Once a week for Friday Prayer
Other / Both / Neither / Depends (DO NOT READ),Yes,,13312255,Yes,Oppose,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,Yes,13312266,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Other / Both / Neither / Depends (DO NOT READ),,13312329,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13312338,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13312360,Yes,Favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,,13312383,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13312424,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13312449,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13312598,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13312708,Yes,Refused (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13312710,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13605242,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13605284,Yes,Favor,Illegal in most cases,Spain,Once or twice a month,
Yes,Yes,,13605307,Yes,Favor,Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,Yes,13605314,Yes,Strongly oppose,Illegal in most cases,Spain,More than once a week,
Yes,Yes,,13605385,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13605395,Yes,Favor,Legal in most cases,Spain,Never,
Yes,No,,13605475,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13605477,Yes,Favor,Don't know (DO NOT READ),Spain,Once a week,
Yes,Yes,Yes,13605569,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13605575,Yes,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13605743,Yes,Favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,Yes,13605763,No,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13605837,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13605896,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13605935,Yes,Strongly favor,Legal in all cases,Spain,Never,
No,No,,13605983,No,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13605987,Yes,Strongly favor,Refused (DO NOT READ),Spain,Seldom,
Yes,Yes,,13606009,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,No,Yes,13606024,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13606070,Don't know (DO NOT READ),Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13606086,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,,13606095,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13606099,Yes,Oppose,Illegal in all cases,Spain,More than once a week,
Yes,Yes,Yes,13606130,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13606213,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13606252,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13606270,Yes,Strongly favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13606289,Yes,Strongly favor,Legal in most cases,Spain,A few times a year,
No,No,Yes,13606318,Yes,Refused (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,,13606326,Yes,Oppose,Don't know (DO NOT READ),Spain,Once or twice a month,
Yes,Yes,Yes,13606349,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
No,No,Yes,13606418,Yes,Favor,Illegal in all cases,Spain,Never,
Yes,Yes,,13606423,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,Yes,13606442,,Strongly oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,,13606463,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13606476,Yes,Strongly favor,Legal in most cases,Spain,Once a week,
Yes,Yes,Yes,13606480,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13606525,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,Yes,13606531,Yes,Favor,Illegal in most cases,Spain,Never,
Yes,Yes,,13606536,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13606543,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13606602,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,No,Yes,13606645,No,Strongly favor,Legal in most cases,Spain,Never,
